Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe3+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,O2-
Fe2+,S2-
Fe2+,S2-
Fe2+,S2-
Fe2+,S2-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Fe2+,P3-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
Zn2+,O2-
